loss,params,iteration,train_time
6.125843493647679,"{'bagging_temperature': 32.56716136239054, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.11165237376600404, 'loss_function': 'MAE', 'max_depth': 7.0, 'random_seed': 42, 'random_strength': 66.58716164806665, 'task_type': 'GPU'}",85,14.027812337875366
6.515802116815189,"{'bagging_temperature': 54.0231912464223, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.04230763152436559, 'loss_function': 'MAE', 'max_depth': 10.0, 'random_seed': 42, 'random_strength': 35.74482774633585, 'task_type': 'GPU'}",86,2.5694377779960633
6.121310768467917,"{'bagging_temperature': 20.178296588548488, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.17815247318707797, 'loss_function': 'MAE', 'max_depth': 5.0, 'random_seed': 42, 'random_strength': 27.589076164617076, 'task_type': 'GPU'}",87,12.421323466300965
6.0468693952693435,"{'bagging_temperature': 1.57988032824845, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.16179046733636418, 'loss_function': 'MAE', 'max_depth': 8.0, 'random_seed': 42, 'random_strength': 51.7143804251499, 'task_type': 'GPU'}",88,17.28923021554947
6.0555912353441785,"{'bagging_temperature': 2.4891458060610727, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.1620958319721483, 'loss_function': 'MAE', 'max_depth': 9.0, 'random_seed': 42, 'random_strength': 51.32327615313787, 'task_type': 'GPU'}",89,18.451857419808707
6.198108546269138,"{'bagging_temperature': 35.44382202691325, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.15976446509145656, 'loss_function': 'MAE', 'max_depth': 9.0, 'random_seed': 42, 'random_strength': 84.50994070565112, 'task_type': 'GPU'}",90,4.291160031159719
6.110283808907551,"{'bagging_temperature': 23.688508826333532, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.13978917458546636, 'loss_function': 'MAE', 'max_depth': 8.0, 'random_seed': 42, 'random_strength': 51.539404638580315, 'task_type': 'GPU'}",91,16.250281476974486
6.870313419468885,"{'bagging_temperature': 30.701218230305383, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.011427160767395948, 'loss_function': 'MAE', 'max_depth': 8.0, 'random_seed': 42, 'random_strength': 60.031269601471294, 'task_type': 'GPU'}",92,14.136512696743011
6.111095652311523,"{'bagging_temperature': 14.067680959670827, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.11963923751440382, 'loss_function': 'MAE', 'max_depth': 10.0, 'random_seed': 42, 'random_strength': 81.35338816593128, 'task_type': 'GPU'}",93,20.11184694369634
6.515876480235008,"{'bagging_temperature': 39.5408395312316, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.19099894995229286, 'loss_function': 'MAE', 'max_depth': 9.0, 'random_seed': 42, 'random_strength': 64.9293642687963, 'task_type': 'GPU'}",94,2.5691474040349322
6.075449858394466,"{'bagging_temperature': 2.3533381237811795, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.0754405434985851, 'loss_function': 'MAE', 'max_depth': 8.0, 'random_seed': 42, 'random_strength': 44.7009350870801, 'task_type': 'GPU'}",95,16.753955022493997
6.501437888155071,"{'bagging_temperature': 5.545149435225483, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.016354101920792806, 'loss_function': 'MAE', 'max_depth': 9.0, 'random_seed': 42, 'random_strength': 68.54489156666652, 'task_type': 'GPU'}",96,17.239460643132528
6.515844976520207,"{'bagging_temperature': 44.58067979959938, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.09626563026534034, 'loss_function': 'MAE', 'max_depth': 10.0, 'random_seed': 42, 'random_strength': 47.62724831209807, 'task_type': 'GPU'}",97,2.572899130980174
6.5158106887561935,"{'bagging_temperature': 68.22156523210256, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.05888179998698645, 'loss_function': 'MAE', 'max_depth': 9.0, 'random_seed': 42, 'random_strength': 52.172762046512915, 'task_type': 'GPU'}",98,2.5677957057952883
6.515827905902653,"{'bagging_temperature': 77.54673846516448, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.0858155835613677, 'loss_function': 'MAE', 'max_depth': 7.0, 'random_seed': 42, 'random_strength': 73.13565487388249, 'task_type': 'GPU'}",99,2.5686065594355267
7.063780882432239,"{'bagging_temperature': 8.362671241098298, 'bootstrap_type': 'Bayesian', 'iterations': 1000, 'learning_rate': 0.00947260530092395, 'loss_function': 'MAE', 'max_depth': 10.0, 'random_seed': 42, 'random_strength': 42.58513680402413, 'task_type': 'GPU'}",100,19.119980470339456
