,Predicted,Actual
14124,8.046974775674244,14.0
345136,7.157729107061186,8.0
14819,4.755588130636397,6.0
316223,8.53146788560207,13.0
56366,3.288970931628228,5.0
261111,9.663474403658483,15.0
472441,5.8403625562330035,3.0
450952,6.072218103926161,4.0
20740,12.053865416424628,12.0
53469,6.142734742396556,2.0
199588,5.034923815312823,4.0
357396,8.82047764777667,7.0
133293,7.898977316912351,7.0
309240,6.385717661918079,2.0
382836,5.060921944211032,4.0
39333,9.105730131821815,21.0
472544,9.270967726271238,5.0
224699,8.79895465500283,12.0
202779,5.165276827680145,4.0
18983,4.373337697513534,3.0
79946,7.914779669020959,18.0
562695,6.051343876321425,5.0
342180,4.5329282425173005,6.0
393402,8.572057032962448,30.0
115078,3.964961834951282,3.0
553532,3.6252113433718023,6.0
178079,7.832028629431761,20.0
51764,5.754030501484294,10.0
352768,8.167678720064373,14.0
40668,5.171024275208083,1.0
121725,7.057071636071669,13.0
388684,5.447328752050453,44.0
112309,5.662407513515859,5.0
192732,4.751730971883262,6.0
331127,6.258019879009225,4.0
453288,8.560327076002636,30.0
190531,5.392306440270772,9.0
487841,8.627913268749353,4.0
364164,5.70074198696102,6.0
104177,8.371429596789085,16.0
76037,8.468168493933717,7.0
423890,3.978856678892271,14.0
443795,11.134848646135652,22.0
559001,5.461416070961377,3.0
59359,8.311586323622237,3.0
67781,6.290117329343275,15.0
102671,7.520301863338318,51.0
39687,5.810170814948492,29.0
88916,8.200549336918584,35.0
548315,7.699746876683093,5.0
353365,7.514263595572174,7.0
25466,7.311985276352516,34.0
262389,4.31289060740346,4.0
423979,8.534789856164593,17.0
96315,5.754574310975386,7.0
515954,10.10971058054713,8.0
241462,6.019720347730072,2.0
218524,4.6707882747593885,8.0
7020,8.133744169982378,6.0
298439,6.504111472571367,7.0
523531,9.183262579543793,1.0
491202,13.079923925270236,9.0
534814,6.631178840102393,11.0
443641,7.924262819675278,4.0
110982,6.971456695919187,5.0
392785,8.019805800867744,9.0
173338,2.376427343300975,3.0
477696,10.217352862804319,10.0
415051,4.634282667989737,4.0
280011,8.948320835380741,5.0
235422,5.78507878910068,5.0
269619,3.9693756238323203,1.0
253119,4.265809070219802,6.0
65957,6.742823246449916,5.0
265444,4.885495011967578,17.0
8985,5.976296814253828,2.0
514620,8.13013316047659,10.0
35024,8.865763218116626,5.0
286972,4.246416917942952,4.0
156515,8.184350615372296,14.0
344567,10.373841642615844,11.0
411495,8.943456173286563,2.0
273102,3.029355522755395,2.0
313823,12.705457372945716,44.0
269862,8.651176989228475,8.0
501165,3.530380451014935,1.0
251357,8.63535462502955,1.0
261307,5.543183097860492,4.0
415214,6.447373018684857,6.0
211915,8.71601720358683,4.0
290138,5.452980801358535,23.0
449126,6.168373045147291,7.0
489314,7.17626161428575,8.0
361312,8.25320178957736,5.0
274061,2.5330848678786424,2.0
125740,10.68949072952546,6.0
396929,3.5655288877239855,1.0
108550,5.2744789335388305,5.0
261802,4.6299657486868,6.0
508247,6.2242812802146545,4.0
473903,9.934798745197554,6.0
527959,4.182167945690935,2.0
72419,6.801996343426936,17.0
293982,6.6695305054204255,5.0
564991,2.4868248927798504,2.0
15569,3.808602741089544,2.0
519853,8.832581346187567,7.0
219953,6.592081675351096,10.0
169156,3.67554935224598,1.0
184984,5.862330273553198,2.0
180713,10.281366140150567,25.0
513181,7.997695150211939,3.0
34204,7.257095944468006,10.0
125359,3.1694604333858933,11.0
50415,9.340050796054129,1.0
549727,3.590314759144576,37.0
117083,4.089287015779064,2.0
17721,7.120264449163869,33.0
139379,5.191808616605385,2.0
325021,6.362645478204513,8.0
7493,7.713374295013182,7.0
143019,6.180609135768918,8.0
530040,4.808503994967623,4.0
105996,5.037462712815113,1.0
540485,14.097851486904005,11.0
96850,5.264726950254271,3.0
54435,4.3842563633966165,3.0
432648,3.8961589809098314,4.0
121524,8.104967051815606,6.0
296005,8.342204441016747,3.0
164662,5.0793976894090065,9.0
339042,4.113588004761596,8.0
394331,9.012598863780795,1.0
527434,6.000790167425976,8.0
451608,7.448690873095984,14.0
98017,6.581820077095472,6.0
141153,9.916510566384659,16.0
340028,8.302349449229268,4.0
324090,4.81469418589063,2.0
190400,6.028356112027268,14.0
144708,9.053044456368639,2.0
235564,4.043863309541621,4.0
537186,3.7444419469075,12.0
68009,10.096584269518758,7.0
49590,6.571923000443348,14.0
396494,5.82079221594131,10.0
86799,6.805777834103537,9.0
247995,4.749542070430152,6.0
275574,13.499787553520264,7.0
31543,4.99798181297956,6.0
358756,6.324593801244646,4.0
37898,5.9125507372421,2.0
149353,7.524318662846781,4.0
378810,9.70018584853608,13.0
423954,9.365221188814417,9.0
448792,11.74588284413619,12.0
360247,8.615504110745178,4.0
485872,6.424864219404753,11.0
269184,7.828311413988104,18.0
556462,9.62243817799208,4.0
182616,16.38856949701858,37.0
226402,7.161006999329402,15.0
315275,5.063125244139883,3.0
402019,9.754919370152493,21.0
109378,3.164113141928283,9.0
32528,5.921807368735017,3.0
45425,8.775948091273449,8.0
496641,8.974563979424715,5.0
377718,3.3560569479368496,3.0
525983,5.556859913384869,2.0
439345,7.885699351254061,3.0
539316,3.1110325072181695,3.0
338694,3.6793156031462786,10.0
141571,7.849198675882008,12.0
138433,9.633428516833305,22.0
289565,6.255988813384192,7.0
274472,9.072161407010867,9.0
196905,4.356012138387996,1.0
12953,3.70132708014512,2.0
211924,5.886666346062611,2.0
251120,5.2939778714574,1.0
4945,11.873706487387153,1.0
28642,4.162054130724755,4.0
304249,5.2411758447001375,7.0
428669,3.7602658700732263,4.0
485440,9.579290624932355,4.0
317766,7.440863048615029,12.0
412915,5.108430933557429,4.0
161874,4.213724881880353,4.0
26426,12.699265540250735,20.0
144809,6.383322814544499,1.0
256836,7.948132869611527,6.0
10106,9.330464846972177,12.0
143636,8.843179848970522,3.0
373601,4.26321715219342,7.0
301908,6.220310407901934,8.0
224264,4.379577835723694,7.0
188780,8.523544049936618,12.0
349482,4.805787349552702,3.0
487090,2.45432015517963,1.0
466557,9.399079773683638,6.0
255754,8.622156820309215,13.0
306568,7.938035132717005,10.0
395337,12.884854586199708,11.0
120548,6.814357763127077,4.0
40080,5.072978576233709,2.0
200309,9.764424977985186,9.0
66166,7.059896236826376,12.0
523641,8.513539169824753,8.0
445622,7.64105415407812,7.0
440727,6.041332145816568,3.0
329484,7.421456641566465,7.0
23885,6.2811329589094385,2.0
51845,11.911032213017052,15.0
126268,7.154333382663708,10.0
163912,10.707860391366353,10.0
299291,8.67123757881086,9.0
457766,15.931800397642292,33.0
45455,10.494802629722471,6.0
86202,3.547664937861782,5.0
194988,2.3459016632250496,4.0
503116,5.795666042479979,7.0
108738,5.942724118749538,13.0
236056,3.5636427458339313,3.0
257409,3.8499063901672343,31.0
223301,5.256002384576277,15.0
482155,8.868314007617528,9.0
352802,8.919698229689175,6.0
179901,8.36886263733777,2.0
165617,11.145076653606338,6.0
522597,6.760556173364421,3.0
397825,4.741479808878694,7.0
354996,9.820769638629486,61.0
489947,5.250541286554835,5.0
7256,6.861597335257784,8.0
191597,7.069977583449372,8.0
483398,6.103777131430206,5.0
111014,3.9419164353507767,1.0
319872,4.690971094265251,5.0
290896,6.48182071252279,1.0
36037,5.055260641424411,6.0
198179,7.4039351370408895,9.0
152190,6.151432617629666,6.0
149622,11.105478728820799,9.0
320831,5.432119023440009,8.0
396844,9.2796638127802,14.0
179982,8.209108780587485,10.0
567040,5.549642763562588,6.0
85123,4.459795606002217,6.0
205206,4.06173301089234,6.0
283735,2.4894048638711865,5.0
553414,7.021577787275987,25.0
540451,6.974959821247694,2.0
314040,12.663637647167434,1.0
413357,7.3822826358511975,1.0
446031,6.544674067780534,9.0
298926,3.534203951264999,3.0
529945,2.9688978332765146,2.0
386529,2.3175841399900037,2.0
149799,6.202374432157285,8.0
415943,8.554752028841108,15.0
559091,9.401600377940667,7.0
22850,8.347102715798883,4.0
100237,9.570677560162267,7.0
518126,5.027462175290339,6.0
339089,5.609976239391017,3.0
566565,7.541857638012402,2.0
519373,8.09275794747873,24.0
482355,8.570019638385475,7.0
486853,7.826276361281543,3.0
139192,6.292911838695318,3.0
27842,4.473628352520791,9.0
77188,4.7730258110234445,4.0
414644,7.900647724671217,5.0
61027,6.79152608003119,8.0
120428,3.9958840198326016,1.0
549513,6.26976489378535,7.0
240635,6.3868779499357515,39.0
498045,6.16525899818248,6.0
157907,3.977457976043297,14.0
167638,4.266412894397035,2.0
483934,12.443248509645855,3.0
148393,9.60155849769751,8.0
469675,6.524566186335505,8.0
47443,3.6057434063504843,5.0
333682,6.794928462477401,4.0
332586,9.967159414801245,18.0
179377,7.804042983609406,29.0
429126,3.6544174543807912,9.0
208733,9.579462386972978,23.0
20920,4.129427700881024,2.0
33983,3.44553498939581,2.0
100480,3.245629457164796,4.0
112261,5.859672299293607,7.0
564356,5.6087137344773055,7.0
20768,7.357166582359014,1.0
448098,7.471586005672975,2.0
116463,7.312088202145787,16.0
141905,9.695351789519691,11.0
150547,3.3347524706737204,4.0
202942,5.0049448602137545,5.0
72880,8.42928425403045,8.0
12896,10.889745690800964,26.0
113008,13.77670831657008,25.0
419130,4.935847657793374,3.0
449736,7.461188768077022,15.0
249679,11.843827366190908,12.0
338138,4.6322971121669525,2.0
76834,4.011363190188376,1.0
521487,12.97461831604187,9.0
386150,9.408165018569434,17.0
377483,7.435830597544509,22.0
469530,8.12190501009411,4.0
371183,5.325130801692467,4.0
398070,3.5533262993360495,1.0
64646,9.436418874769515,5.0
192162,4.168473792156647,11.0
337628,9.310029573065549,45.0
433780,5.45435101340081,3.0
216444,8.225315062894197,3.0
306892,6.243324066232844,2.0
406626,9.54852399417291,3.0
34055,6.0097834254613645,9.0
452119,6.9749222227509335,10.0
441974,3.4175013633675917,2.0
500925,2.625809719266499,2.0
48999,10.598827067010689,44.0
382283,6.239075754277565,9.0
194532,4.650711127501609,6.0
153351,4.354632099967375,4.0
325956,8.49548742768252,37.0
387473,5.591397930978019,14.0
327158,11.039776661970222,10.0
211452,8.635445086416894,8.0
451571,7.628710167160193,2.0
269093,3.6881573690377536,4.0
140009,8.970026207367141,17.0
323133,8.187196295812555,8.0
465299,4.394057985792642,7.0
449262,6.57799876489662,6.0
447823,3.636138303582584,4.0
280723,11.164985697245584,14.0
398605,7.959771660087881,11.0
540651,9.43764142946452,10.0
498946,6.968870509631415,4.0
97710,3.9438637506802934,2.0
267887,6.729937131993211,7.0
288066,6.34477058984703,3.0
144261,7.508514746385117,8.0
268725,10.765095151358992,14.0
54960,9.182378907482871,2.0
190450,6.216151745606567,2.0
139373,14.521093382780919,25.0
397420,5.536946374734498,12.0
285114,4.746684136928479,7.0
310358,5.60185784077612,4.0
238989,6.678870653694048,11.0
484301,3.515093758714329,5.0
12339,3.5548029910955847,1.0
318465,8.062324535695666,13.0
267792,4.921821412304325,3.0
488668,4.752439426059027,5.0
77323,10.227805734451863,16.0
555970,7.815848267044089,3.0
239929,5.559050936826907,4.0
277999,8.371962677600095,14.0
82700,6.80298900111211,2.0
162422,5.627918372024624,1.0
12063,6.692821982135342,7.0
424459,13.13269834700941,26.0
329226,10.042251151439018,5.0
550750,3.2360720856645457,1.0
436742,4.856236056890339,3.0
115992,4.992108951863884,4.0
506331,8.473876828699758,26.0
490730,5.591601107726092,4.0
561867,8.872818232130157,8.0
187484,3.9215855283937344,3.0
426582,7.34475595095455,9.0
511461,4.899273155926721,4.0
431324,3.5127964222006085,2.0
342294,9.369837771726225,2.0
497586,5.310746631757183,7.0
200626,5.907639864893326,4.0
470439,4.797874743041348,10.0
301218,3.229576434856199,5.0
43449,4.190695342787421,9.0
391214,8.826782656436535,6.0
84816,8.286677138113646,14.0
195377,2.8048630451467034,8.0
173059,5.7029877485549605,1.0
120572,5.439338298331677,7.0
467795,8.205089944280644,2.0
218634,2.9805959018972317,2.0
434148,3.8754653944433812,1.0
537193,9.136672415253997,13.0
502976,2.6001943821136138,6.0
165537,8.605494080029757,102.0
559147,5.054796395082349,8.0
429349,4.546811320537927,4.0
154078,4.727440336810332,10.0
446144,6.423566683230774,4.0
290608,8.205031067799382,9.0
78159,8.51369138363225,17.0
538194,5.290402597235698,11.0
230934,8.138313254961531,29.0
449250,4.963303180792764,3.0
222514,11.095262440185252,12.0
53001,12.729936105978368,13.0
306114,5.2189598725235555,3.0
520018,8.501123504440102,6.0
405627,6.357264772731014,6.0
348536,7.548866229129544,5.0
392237,3.594678095932977,3.0
140912,10.075658845924295,7.0
543977,6.983783031152598,21.0
25974,7.261962791381961,3.0
466006,4.015343751289265,4.0
343198,8.66147844470629,2.0
94178,4.562131827485246,4.0
246901,5.2202409163443235,4.0
79302,4.955795421688208,3.0
498968,2.789169130943492,2.0
95536,7.990532196172126,6.0
202739,5.049752168139321,2.0
416837,6.867166423656272,3.0
129018,7.796820783923977,14.0
107970,4.871740228734552,61.0
171169,7.058233591845919,7.0
462080,12.85172011561508,10.0
335260,10.129687419789207,8.0
506732,6.7111261433408345,93.0
64191,15.911855107690371,6.0
544425,7.221865321691894,16.0
520441,2.4286819692638346,2.0
152467,8.142814690155546,22.0
559616,11.55103970776338,23.0
278460,8.242881760087357,22.0
280486,4.192084668717371,13.0
439939,4.066574581134319,1.0
541198,3.4881787610527226,3.0
186511,6.013333134965251,3.0
258390,8.808173724356948,7.0
550547,10.02575486665819,14.0
276545,8.240951403784038,8.0
216903,9.77936053430085,9.0
224801,6.960194217346043,7.0
468385,5.120539796642561,15.0
335658,4.4471896254021885,5.0
8644,10.080284647606732,6.0
360291,7.903934666961959,9.0
326737,8.299176556025714,6.0
521275,8.0831930009291,19.0
358688,7.498966303524185,2.0
277231,9.579339408256146,4.0
261690,7.67336649121637,9.0
262762,5.254242943623922,4.0
426446,12.192852493359169,4.0
310807,11.676619986579908,9.0
344549,2.4709955807431925,2.0
68212,5.421060580502626,7.0
86831,5.558165846908651,7.0
75193,11.708791757836593,1.0
519575,8.405881814225495,2.0
91245,7.4258090478249414,5.0
69546,6.146783543195397,6.0
246541,7.672255104531132,25.0
182834,5.7384496949935055,3.0
496826,4.235579392339787,1.0
306376,4.044202432740121,1.0
438355,5.260291947229916,4.0
298368,11.810584109752199,55.0
566296,7.687242717204981,134.0
170564,8.529117096219125,1.0
289517,4.747644902721959,1.0
402209,8.793650477048686,18.0
252187,4.226788572206033,3.0
257790,5.597506329487032,2.0
92839,11.715311724126991,4.0
196705,4.785631345830097,7.0
318894,5.9286460670336965,11.0
178503,8.175939406328666,2.0
59128,7.37179872759873,9.0
406052,5.463218852836462,10.0
157498,6.563662179792573,5.0
434872,6.245572519305597,5.0
159375,11.754873366750985,19.0
130207,3.1318355846360646,5.0
280261,6.827668658091852,4.0
497727,6.729369625415302,5.0
306684,6.25938711852109,32.0
239349,8.470546705922288,22.0
28914,6.9256689003327665,4.0
499784,7.789596634042596,8.0
379991,6.098704224983521,20.0
51637,7.964594002937702,4.0
242871,5.841111377754032,4.0
401856,3.826004755832855,7.0
287295,2.6209126064541124,3.0
121167,6.943396222618958,6.0
377609,4.215940881625784,5.0
562197,7.127198151530706,10.0
43257,7.8391256911382925,17.0
99863,8.39813029270465,11.0
442441,6.0771390896625235,8.0
373605,6.220768150494337,2.0
429258,7.780818743311102,10.0
79592,4.443785530895639,18.0
43708,8.161489477478426,8.0
167218,9.394052582564768,6.0
123200,4.132486765088515,2.0
66217,8.439123111157755,18.0
81123,7.714645879201953,29.0
166269,6.266831654667612,4.0
280240,5.225102143519052,8.0
460499,9.018889385765306,19.0
403547,3.233203508835686,5.0
202653,8.604735548834128,21.0
218285,10.82691641851693,43.0
460579,8.183806740641558,3.0
46645,3.3276820238579603,4.0
303277,5.405812110052693,5.0
85492,7.836934333870431,42.0
271132,9.035499611723367,5.0
565967,6.211291336094291,2.0
120713,10.745555301818627,12.0
235669,3.6909628871726454,17.0
38154,5.673095387731792,6.0
307580,3.157121046202519,5.0
54839,3.4543634352426125,10.0
227452,8.01916628159006,17.0
329764,7.050310643466219,6.0
162068,5.9468714880736115,6.0
273879,5.701253466927028,5.0
159390,3.2102078537157013,3.0
5919,11.323634357991978,9.0
289362,6.696607584127037,18.0
403086,5.333911631551928,3.0
340386,8.223830701895622,32.0
235913,4.305260980097955,5.0
462906,8.655607887962674,10.0
199632,5.8357784901731975,2.0
273754,17.33930137240668,38.0
307614,7.209900012067237,14.0
265727,5.282558453196998,4.0
451407,11.420591793668791,10.0
327389,8.320619767009475,5.0
392077,3.3047968070407023,2.0
15579,6.598207991510208,16.0
226297,5.2754905667688945,13.0
31764,2.5841221106009016,3.0
505285,6.2844281953077825,2.0
50092,8.211567920934499,12.0
175632,7.3395852016387835,7.0
343527,12.162560567884384,28.0
516582,11.489826853755062,21.0
196878,5.375151747814698,4.0
163422,5.4344222331144465,5.0
554699,10.156448941901658,3.0
13290,4.454739548131101,11.0
340728,8.617617078457897,3.0
41826,11.300102270653497,5.0
335323,6.703766777420697,4.0
6089,4.982314163299634,6.0
126280,7.390800189051333,2.0
63085,6.647836174698568,1.0
118011,6.823395669873889,12.0
331788,3.414532643688517,3.0
478205,9.625478268970937,5.0
478038,8.366377000986631,13.0
63612,5.2405123051394185,9.0
335449,8.820205327494705,4.0
549854,12.79074834009316,6.0
324643,5.701392845116061,2.0
213416,7.491686598214528,22.0
479650,6.111156491214842,3.0
164424,4.834185486565275,7.0
73602,3.524577045089927,3.0
97784,12.818014473324865,16.0
457026,3.5109803500517955,7.0
317541,5.191446328096845,1.0
512793,4.21090508258726,4.0
70064,11.332309568345863,29.0
532116,7.775215368527711,11.0
234379,6.7878243903326165,1.0
360147,4.620150762749063,12.0
23620,4.894285762001118,4.0
322818,6.659188668436968,14.0
219511,8.460432942015927,6.0
246460,6.226188554491728,4.0
361737,2.495523239565955,7.0
264487,8.1100195267976,7.0
59679,14.075794253467393,22.0
144952,8.30996111915158,6.0
134046,13.496948471564338,6.0
76627,4.044028761945356,3.0
118517,6.664618942255515,3.0
198004,11.806010225333921,13.0
140686,6.840614570507341,2.0
282995,3.1738940604145682,1.0
374479,4.383877771724201,9.0
350765,10.17472818896249,33.0
119267,4.001182330947586,8.0
522660,2.495600605988784,42.0
491959,9.851126025125268,9.0
460233,7.7581039795250035,5.0
149482,3.4404664394121482,3.0
532251,7.118257381237754,9.0
409305,9.45168041379145,23.0
107934,9.462731802478174,5.0
408270,3.3317902435514952,3.0
21468,5.383291985643837,3.0
522559,13.565726792453574,12.0
533700,9.330298373954975,26.0
81354,5.784499796162436,2.0
345567,9.402214576186907,17.0
3584,6.541650580940086,5.0
499294,7.643450284600249,4.0
135869,6.475750897996932,18.0
89822,5.632389394816414,3.0
397699,2.9869540147583393,3.0
98435,5.753379348090448,7.0
342784,6.087854929582136,5.0
503098,7.466085448129093,10.0
149384,6.678526232791796,1.0
3578,6.610578804127954,2.0
233558,3.982987252422163,5.0
4201,5.306159225151305,5.0
389296,4.528292242373027,5.0
68924,2.9034307939364226,25.0
193651,5.17734903514247,12.0
487718,7.140009319278761,2.0
248623,7.5042237197178565,7.0
341552,9.261308051202604,17.0
562378,10.69896873997709,6.0
371473,3.6993780684060766,3.0
80403,9.020594889334575,21.0
345762,6.254479994638132,29.0
338026,6.019747995597072,6.0
555206,8.535174778765281,5.0
86571,7.051423036860342,31.0
205026,11.333509606392454,5.0
549217,13.911294599372923,11.0
325187,5.980282342726014,10.0
41362,5.494349677810305,5.0
304128,6.372030739150773,4.0
75291,4.3971073975978925,7.0
490592,8.556099956861885,5.0
371186,5.546868687046299,1.0
222354,2.794734159543623,2.0
304746,7.792266735001476,5.0
134758,9.021078709288417,9.0
325120,10.930513868898743,3.0
54052,5.519502080363054,5.0
413030,8.106112906561748,5.0
430309,3.070556996556661,4.0
209404,7.351631434093633,2.0
366137,4.721276823880089,4.0
77882,6.3704732925020835,3.0
182057,3.2475200541548475,4.0
475325,1.8990895945348711,3.0
205743,8.807396973227696,2.0
405751,11.3495883634032,12.0
240981,5.293472143555846,18.0
73342,3.4380265869176583,1.0
280582,5.1981955337121235,4.0
51287,4.856826517663421,11.0
290347,6.176592427299738,7.0
329562,6.385833084201295,7.0
11409,4.5578776361564906,4.0
366021,11.363360079334484,21.0
200458,8.18690171666367,37.0
516239,2.4749772606030547,3.0
79610,9.058323950292333,7.0
307443,4.7836871062572754,4.0
550587,7.331252377080318,20.0
76032,7.543968622432658,7.0
499971,11.500755192015276,15.0
540287,4.2572466146866645,10.0
134376,12.331460456795071,12.0
365367,8.775717820651835,17.0
106428,4.997992586817418,3.0
46110,4.519969052873648,7.0
376257,4.864985630633328,3.0
125847,7.598928342444765,1.0
372999,2.934463067117349,2.0
184757,11.258365764653036,11.0
385376,9.219666033353633,4.0
68792,4.743751997677691,10.0
438869,4.927583107633609,6.0
114554,8.19472920470264,5.0
559303,10.073534745149118,6.0
280624,8.74950507896699,4.0
329587,8.051741668837053,12.0
208999,9.276419110520123,15.0
211536,7.268643144358521,1.0
120389,3.7779646675464846,7.0
513537,8.642029206976645,7.0
432871,6.362303920412614,7.0
311572,5.712110882449451,1.0
548845,4.136666639701161,6.0
506870,5.9288027497248095,8.0
293213,7.239189487369913,2.0
181548,9.94040377502563,7.0
98169,10.32895519935255,7.0
371139,7.742389938618203,4.0
79600,6.24875881544267,10.0
224964,6.112929857997983,4.0
337714,5.376362518519272,7.0
21237,7.58887630136951,3.0
358722,6.70933902169395,6.0
214665,5.748549586061472,8.0
424331,8.01579878184043,25.0
522706,7.889186142283961,11.0
391772,10.434723282310188,13.0
15224,4.437595090069635,3.0
448395,5.377018322362574,10.0
357688,9.402589851212497,12.0
193315,5.603888722750753,2.0
546056,8.259701089837336,14.0
519916,5.625825208516744,5.0
459191,5.405740498658361,1.0
409423,5.312689900626992,8.0
517551,8.99981773493414,13.0
229553,8.094989497448296,11.0
361271,5.583403567375171,2.0
163940,9.700687635233066,1.0
74110,7.300187386997322,10.0
302857,6.711996878601894,18.0
404656,7.369602278641878,5.0
55356,5.866937679831153,12.0
403088,4.478907062376493,2.0
526489,3.563016263414511,1.0
497304,4.593306983168759,11.0
502145,7.9624671346716696,2.0
305895,4.204650525544594,2.0
35913,6.257111477560784,4.0
502975,4.36789010600387,1.0
401140,5.321685342323235,5.0
247868,6.74446397749,15.0
198238,6.518614404600385,5.0
75470,4.267359692267746,6.0
384734,11.251428945620887,17.0
474149,7.207218555446161,6.0
437370,12.141557971690645,25.0
346319,7.471527342553372,13.0
232526,4.290388718093709,6.0
424673,9.074439210609398,21.0
312412,2.7246085397180195,1.0
550661,7.41356106896319,8.0
129864,5.039258511259618,9.0
367017,3.526789219944476,3.0
19384,6.313128641479352,8.0
526969,11.868010551102088,14.0
83093,5.156598752981608,8.0
351884,12.056841163964236,49.0
309666,7.47965332419335,4.0
138930,5.17089022619507,11.0
6080,10.87993381165984,16.0
190233,7.291390450397898,1.0
31409,6.625969482874893,3.0
374082,8.375138409096508,3.0
99322,6.226482614926226,19.0
515473,8.92339472057131,13.0
456390,5.577117992919966,5.0
396062,9.105693014712301,6.0
408260,2.6265802418413386,18.0
446079,5.258180646233541,9.0
512742,5.032973823317889,15.0
531817,9.726263569393495,27.0
118226,9.863017677006837,9.0
69673,9.184545932320475,19.0
307260,15.695086750900032,22.0
335980,9.82046576912603,5.0
176365,5.561958907941971,4.0
284730,4.094103470450591,1.0
420142,2.978601033988298,20.0
527049,12.593560495274687,90.0
419020,8.418040866240062,2.0
448811,5.5390753285356595,7.0
113620,8.554480958169734,14.0
476474,8.025023265916843,10.0
235641,5.235963608543898,4.0
433500,6.413302812675056,4.0
199273,5.768983282488875,12.0
350360,8.508588402648002,10.0
198935,4.614600296650224,5.0
166038,7.8911165190576185,9.0
3369,9.481169240625604,7.0
58520,6.016472109627102,6.0
415564,6.949164251020193,11.0
498611,5.7557619703818546,5.0
471794,5.6644717691929145,4.0
551966,8.880659907219751,1.0
413888,6.5791916855803265,3.0
153119,9.952610706865357,9.0
230654,4.188933038851246,1.0
178472,8.519573242723254,3.0
455289,6.005559750311022,7.0
513645,8.252107200926048,4.0
511495,6.277352485341908,9.0
100351,4.291425897384443,2.0
276997,4.473088012931385,3.0
95675,7.096411278952928,32.0
9608,4.111812047165131,5.0
343502,3.6528466604665937,6.0
216766,3.699423491694006,2.0
216352,4.908663706425614,1.0
247898,9.628391365306697,300.0
53570,4.269387890146845,3.0
282404,10.794533235206359,11.0
106178,8.232358512188966,7.0
559773,5.314695908310114,5.0
83843,7.958374583952718,14.0
19109,5.852462443928744,8.0
439690,5.962975858379423,13.0
198495,5.379899068294662,16.0
283208,9.976500406778996,21.0
404890,5.399295784080323,2.0
80448,8.837584510977194,3.0
189434,6.111180862101378,1.0
209054,11.793500351970579,10.0
295328,3.844646530470982,4.0
333103,9.211318674541758,97.0
196505,4.643889721062351,5.0
83973,5.342281592975951,4.0
365053,10.771095834686093,15.0
77616,5.606682429608327,6.0
562178,11.663044651429118,6.0
505354,8.096116823836383,13.0
486281,3.5699286887427206,2.0
153418,4.249873751301038,20.0
102337,4.52147475053539,9.0
140022,5.5359213544464865,3.0
545463,7.513225496470909,6.0
31121,5.319714909659524,11.0
525946,5.156209274482308,9.0
368261,6.554025189671847,21.0
239341,7.879885908217602,10.0
384242,8.393030032350794,15.0
526221,7.740128672421633,4.0
445260,7.505521932199031,14.0
277899,11.30431310191807,5.0
233636,7.4209305132773125,6.0
189129,9.042549787528515,6.0
464559,4.714202593626169,1.0
499836,9.627383916125154,6.0
169671,7.576083354801995,6.0
393097,8.653777619641914,6.0
453806,6.064133053642536,13.0
6664,6.9472230595062,27.0
561171,7.788721616361954,13.0
435527,5.849577036645087,6.0
475202,6.1974840438429055,5.0
489478,5.3925803128554435,2.0
99132,3.5337889886141056,3.0
238941,5.5957188786942424,1.0
440133,4.63564865380431,3.0
554872,9.299382132971004,1.0
555715,9.09778301452161,11.0
180550,5.310595790943353,2.0
384279,7.471752039578746,1.0
502887,3.3397085655790306,2.0
246990,8.410574271783844,4.0
469090,7.292767107406689,12.0
360636,6.195782736273486,6.0
416422,5.994398334163179,6.0
176822,10.126486930712872,8.0
160487,6.268387858797723,10.0
291256,7.9928679644931435,11.0
436591,5.098098928936224,5.0
432031,3.9600201581092733,4.0
474654,4.447872317861538,3.0
268632,6.149384666407059,1.0
287728,5.460185354423402,22.0
487632,7.346051447181253,15.0
175494,3.2660305115805386,5.0
492361,4.793995872576261,1.0
199140,4.1621436782952514,13.0
98333,6.203907227420018,9.0
464380,8.426269317477818,10.0
188147,8.397275524483575,7.0
284497,2.3782802428690957,1.0
322592,7.89315361293211,20.0
278230,9.791575155532428,3.0
101867,6.560685339185056,10.0
505095,7.833769991472536,4.0
193808,5.7823934794803336,5.0
495614,5.402096414710741,12.0
73243,3.701967378957761,3.0
183109,7.476665771706507,3.0
39540,5.363143863150299,2.0
41373,5.069217591383904,5.0
460997,2.640145928352922,3.0
455746,4.137365261183277,2.0
22017,3.4215839979722205,4.0
511764,5.922023173274283,1.0
328378,6.876562449015637,4.0
394410,11.750725183929262,42.0
543518,11.484383368992894,13.0
518828,10.190635076990475,7.0
117889,6.0288614882224465,3.0
541599,5.3607608554661965,5.0
274979,11.44812143938725,8.0
109597,4.2539917770768625,3.0
59357,4.132954154014897,2.0
163049,5.152017116914749,17.0
112888,6.480015143796322,10.0
207834,4.422831140817152,4.0
471165,6.138764477904374,5.0
128701,4.986480189712438,1.0
213558,8.160783573388699,10.0
422805,11.99114102247745,10.0
349647,8.577841098328918,9.0
392941,4.387840206775763,32.0
240243,6.565950735556271,10.0
287290,11.339224196319606,12.0
183994,4.0517173135415305,6.0
505160,5.95221963941367,24.0
509158,9.591533662883649,10.0
281675,3.7948226729595262,6.0
496135,4.195273886447467,4.0
255990,6.621649560091555,12.0
